full_name,owner,html_url,stargazers_count,forks_count,watchers_count,contributors_count,language,size,LOC,first_commit_date,last_commit_date,commits_count,year,month,days,year,month,days,year,month,days,open_issues_count,closed_issues_count,issues_count,open_pulls_count,closed_pulls_count,Total PR,merged_pulls_count,% of open_pulls_count,% of Merged,archived
graviton-workshop,Amazon AWS,https://github.com/aws-samples/graviton-workshop,18,24,5,12,Python,353,95.540,12/04/2021,28/06/2024,70,3,2,16,3,4,7,0,1,22,0,31,31,0,28,28,22,"0,00%","78,57%",FALSE
gs-accessing-data-jpa,Spring Boot,https://github.com/spring-guides/gs-accessing-data-jpa,229,347,38,22,Java,1.198,4.845,06/05/2016,02/08/2024,249,8,2,27,8,3,13,0,0,17,0,69,69,0,42,42,27,"0,00%","64,29%",FALSE
gs-accessing-data-mongodb,Spring Boot,https://github.com/spring-guides/gs-accessing-data-mongodb,136,161,35,15,Java,1.147,5.226,26/02/2016,01/08/2024,240,8,5,6,8,5,24,0,0,18,1,48,49,0,26,26,20,"0,00%","76,92%",FALSE
gs-accessing-data-mysql,Spring Boot,https://github.com/spring-guides/gs-accessing-data-mysql,193,305,28,22,Java,1.106,4.523,25/01/2017,02/08/2024,176,7,6,8,7,6,25,0,0,17,0,65,65,0,36,36,26,"0,00%","72,22%",FALSE
gs-accessing-data-neo4j,Spring Boot,https://github.com/spring-guides/gs-accessing-data-neo4j,29,49,27,19,Java,1.226,4.954,22/01/2016,20/06/2024,249,8,4,29,8,6,28,0,1,30,4,45,49,0,30,30,24,"0,00%","80,00%",FALSE
gs-accessing-data-r2dbc,Spring Boot,https://github.com/spring-guides/gs-accessing-data-r2dbc,47,21,20,9,Java,537,5.496,12/11/2014,23/07/2024,132,9,8,11,9,9,7,0,0,27,0,7,7,0,5,5,3,"0,00%","60,00%",FALSE
gs-accessing-data-rest,Spring Boot,https://github.com/spring-guides/gs-accessing-data-rest,145,223,27,13,Java,1.241,6.843,18/12/2015,25/07/2024,153,8,7,7,8,8,1,0,0,25,1,41,42,0,26,26,17,"0,00%","65,38%",FALSE
gs-accessing-mongodb-data-rest,Spring Boot,https://github.com/spring-guides/gs-accessing-mongodb-data-rest,69,97,28,10,Java,1.055,7.104,27/02/2015,19/06/2024,133,9,3,23,9,5,23,0,2,0,2,25,27,0,21,21,16,"0,00%","76,19%",FALSE
gs-accessing-neo4j-data-rest,Spring Boot,https://github.com/spring-guides/gs-accessing-neo4j-data-rest,11,29,22,11,Java,1.118,7.527,28/07/2016,31/07/2024,162,8,0,3,8,0,22,0,0,19,1,30,31,0,22,22,13,"0,00%","59,09%",FALSE
gs-accessing-vault,Spring Boot,https://github.com/spring-guides/gs-accessing-vault,7,12,23,7,Java,428,5.936,20/11/2014,19/06/2024,133,9,6,30,9,8,30,0,2,0,3,9,12,1,8,9,5,"11,11%","62,50%",FALSE
gs-actuator-service,Spring Boot,https://github.com/spring-guides/gs-actuator-service,75,130,31,20,Java,1.194,4.577,31/03/2015,19/06/2024,238,9,2,19,9,4,19,0,2,0,3,32,35,0,25,25,21,"0,00%","84,00%",FALSE
gs-async-method,Spring Boot,https://github.com/spring-guides/gs-async-method,86,92,23,15,Java,1.094,4.751,31/03/2015,18/06/2024,202,9,2,18,9,4,19,0,2,1,2,28,30,0,20,20,17,"0,00%","85,00%",FALSE
gs-authenticating-ldap,Spring Boot,https://github.com/spring-guides/gs-authenticating-ldap,94,153,30,18,Java,1.216,4.930,25/08/2015,02/08/2024,246,8,11,8,8,11,25,0,0,17,3,52,55,0,28,28,19,"0,00%","67,86%",FALSE
gs-batch-processing,Spring Boot,https://github.com/spring-guides/gs-batch-processing,234,417,35,22,Java,1.235,7.041,30/01/2017,02/07/2024,271,7,5,2,7,6,20,0,1,17,0,69,69,0,51,51,39,"0,00%","76,47%",FALSE
gs-caching,Spring Boot,https://github.com/spring-guides/gs-caching,67,85,23,9,Java,1.030,4.788,12/06/2015,01/08/2024,148,9,1,20,9,2,7,0,0,18,0,31,31,0,28,28,18,"0,00%","64,29%",FALSE
gs-centralized-configuration,Spring Boot,https://github.com/spring-guides/gs-centralized-configuration,58,104,31,14,Java,1.854,9.132,10/01/2016,30/07/2024,246,8,6,20,8,7,9,0,0,20,0,30,30,0,19,19,12,"0,00%","63,16%",FALSE
gs-cloud-circuit-breaker,Spring Boot,https://github.com/spring-guides/gs-cloud-circuit-breaker,12,16,20,12,Java,608,4.041,12/06/2015,17/06/2024,148,9,0,5,9,2,7,0,2,2,0,25,25,0,20,20,12,"0,00%","60,00%",FALSE
gs-consuming-rest,Spring Boot,https://github.com/spring-guides/gs-consuming-rest,193,287,30,21,Java,1.192,3.635,22/01/2016,17/06/2024,248,8,4,26,8,6,28,0,2,2,2,59,61,0,35,35,27,"0,00%","77,14%",FALSE
gs-consuming-web-service,Spring Boot,https://github.com/spring-guides/gs-consuming-web-service,134,166,28,9,Java,913,4.060,12/06/2015,17/06/2024,151,9,0,5,9,2,7,0,2,2,4,61,65,0,16,16,12,"0,00%","75,00%",FALSE
gs-contract-rest,Spring Boot,https://github.com/spring-guides/gs-contract-rest,13,29,22,8,Java,692,11.036,26/05/2015,17/06/2024,145,9,0,22,9,2,24,0,2,2,1,20,21,1,10,11,9,"9,09%","90,00%",FALSE
gs-crud-with-vaadin,Spring Boot,https://github.com/spring-guides/gs-crud-with-vaadin,106,140,31,20,Java,1.197,18.076,22/09/2020,06/08/2024,233,3,10,15,3,10,28,0,0,13,1,130,131,0,110,110,80,"0,00%","72,73%",FALSE
gs-gateway,Spring Boot,https://github.com/spring-guides/gs-gateway,106,103,23,8,Java,553,3.674,09/06/2015,23/07/2024,147,9,1,14,9,2,10,0,0,27,0,23,23,0,14,14,8,"0,00%","57,14%",FALSE
gs-graphql-server,Spring Boot,https://github.com/spring-guides/gs-graphql-server,21,36,12,7,Java,320,3.809,04/01/2023,09/08/2024,23,1,7,5,1,7,15,0,0,10,0,10,10,0,10,10,3,"0,00%","30,00%",FALSE
gs-handling-form-submission,Spring Boot,https://github.com/spring-guides/gs-handling-form-submission,45,86,21,13,Java,1.340,4.832,17/03/2015,05/07/2024,191,9,3,18,9,5,2,0,1,14,1,30,31,0,21,21,13,"0,00%","61,90%",FALSE
gs-integration,Spring Boot,https://github.com/spring-guides/gs-integration,12,43,25,13,Java,945,2.682,02/09/2014,23/07/2024,210,9,10,21,9,11,17,0,0,27,0,29,29,0,23,23,17,"0,00%","73,91%",FALSE
gs-managing-transactions,Spring Boot,https://github.com/spring-guides/gs-managing-transactions,19,56,25,11,Java,964,3.892,20/11/2014,02/07/2024,198,9,7,12,9,8,30,0,1,17,0,19,19,0,15,15,10,"0,00%","66,67%",FALSE
gs-messaging-jms,Spring Boot,https://github.com/spring-guides/gs-messaging-jms,90,141,29,21,Java,780,3.257,18/12/2015,02/08/2024,240,8,7,15,8,8,1,0,0,17,0,48,48,0,28,28,19,"0,00%","67,86%",FALSE
gs-messaging-rabbitmq,Spring Boot,https://github.com/spring-guides/gs-messaging-rabbitmq,182,222,33,17,Java,1.016,5.343,16/11/2015,18/06/2024,228,8,7,2,8,9,3,0,2,1,4,45,49,1,28,29,21,"3,45%","75,00%",FALSE
gs-messaging-redis,Spring Boot,https://github.com/spring-guides/gs-messaging-redis,81,82,26,12,Java,1.194,3.245,14/01/2015,27/06/2024,224,9,5,13,9,7,5,0,1,23,0,32,32,0,20,20,14,"0,00%","70,00%",FALSE
gs-messaging-stomp-websocket,Spring Boot,https://github.com/spring-guides/gs-messaging-stomp-websocket,528,470,52,18,Java,6.396,10.583,20/09/2015,29/07/2024,180,8,10,9,8,10,30,0,0,21,1,82,83,0,37,37,18,"0,00%","48,65%",FALSE
gs-multi-module,Spring Boot,https://github.com/spring-guides/gs-multi-module,331,187,36,12,Java,1.429,4.259,25/01/2017,12/06/2024,94,7,4,18,7,6,25,0,2,7,1,60,61,1,26,27,18,"3,70%","69,23%",FALSE
gs-producing-web-service,Spring Boot,https://github.com/spring-guides/gs-producing-web-service,153,254,28,14,Java,1.179,6.995,25/08/2015,25/06/2024,171,8,10,0,8,11,25,0,1,25,1,47,48,0,26,26,14,"0,00%","53,85%",FALSE
gs-reactive-rest-service,Spring Boot,https://github.com/spring-guides/gs-reactive-rest-service,161,130,23,12,Java,609,5.115,26/02/2016,11/06/2024,159,8,3,16,8,5,24,0,2,8,1,27,28,0,16,16,9,"0,00%","56,25%",FALSE
gs-relational-data-access,Spring Boot,https://github.com/spring-guides/gs-relational-data-access,80,145,26,16,Java,1.211,2.857,15/03/2015,04/07/2024,225,9,3,19,9,5,4,0,1,15,4,37,41,2,24,26,19,"7,69%","79,17%",FALSE
gs-rest-hateoas,Spring Boot,https://github.com/spring-guides/gs-rest-hateoas,73,91,26,17,Java,911,5.694,15/06/2015,01/08/2024,235,9,1,17,9,2,4,0,0,18,0,37,37,0,29,29,14,"0,00%","48,28%",FALSE
gs-rest-service,Spring Boot,https://github.com/spring-guides/gs-rest-service,1.372,2.539,105,25,Java,1.628,4.144,31/05/2016,10/06/2024,386,8,0,10,8,2,19,0,2,9,3,154,157,1,93,94,30,"1,06%","32,26%",FALSE
gs-rest-service-cors,Spring Boot,https://github.com/spring-guides/gs-rest-service-cors,110,123,25,16,Java,1.292,5.268,21/07/2015,07/08/2024,169,9,0,17,9,0,29,0,0,12,1,38,39,0,21,21,17,"0,00%","80,95%",FALSE
gs-scheduling-tasks,Spring Boot,https://github.com/spring-guides/gs-scheduling-tasks,124,161,28,12,Java,1.061,4.009,09/06/2015,28/06/2024,255,9,0,19,9,2,10,0,1,22,3,32,35,1,23,24,15,"4,17%","65,22%",FALSE
gs-securing-web,Spring Boot,https://github.com/spring-guides/gs-securing-web,354,437,39,28,Java,1.487,7.902,23/11/2015,01/08/2024,270,8,8,9,8,8,27,0,0,18,1,81,82,0,47,47,29,"0,00%","61,70%",FALSE
gs-service-registration-and-discovery,Spring Boot,https://github.com/spring-guides/gs-service-registration-and-discovery,142,186,26,18,Java,1.451,3.020,19/06/2015,28/06/2024,233,9,0,9,9,2,0,0,1,22,0,34,34,0,21,21,14,"0,00%","66,67%",FALSE
gs-serving-web-content,Spring Boot,https://github.com/spring-guides/gs-serving-web-content,276,666,43,17,Java,1.211,3.772,15/06/2015,01/08/2024,209,9,1,17,9,2,4,0,0,18,1,58,59,1,36,37,17,"2,70%","47,22%",FALSE
gs-spring-boot,Spring Boot,https://github.com/spring-guides/gs-spring-boot,872,4.480,74,30,Java,1.099,3.839,21/04/2017,01/08/2024,254,7,3,11,7,3,29,0,0,18,0,179,179,0,135,135,33,"0,00%","24,44%",FALSE
gs-spring-boot-docker,Spring Boot,https://github.com/spring-guides/gs-spring-boot-docker,620,1.353,55,19,Java,733,3.471,22/07/2017,24/06/2024,182,6,11,2,7,0,28,0,1,26,15,97,112,8,46,54,20,"14,81%","43,48%",FALSE
gs-spring-cloud-loadbalancer,Spring Boot,https://github.com/spring-guides/gs-spring-cloud-loadbalancer,27,38,21,7,Java,383,10.250,25/09/2019,19/12/2023,40,4,2,24,4,10,25,0,8,0,2,13,15,2,9,11,6,"18,18%","66,67%",FALSE
gs-spring-cloud-stream,Spring Boot,https://github.com/spring-guides/gs-spring-cloud-stream,5,13,21,5,Java,601,7.960,24/10/2019,03/07/2024,21,4,8,9,4,9,26,0,1,16,3,5,8,1,4,5,4,"20,00%","100,00%",FALSE
gs-spring-data-reactive-redis,Spring Boot,https://github.com/spring-guides/gs-spring-data-reactive-redis,35,30,22,6,Java,495,3.562,11/06/2014,10/07/2024,121,10,0,29,10,2,8,0,1,9,2,14,16,1,5,6,3,"16,67%","60,00%",FALSE
gs-tanzu-observability,Spring Boot,https://github.com/spring-guides/gs-tanzu-observability,3,9,20,7,Java,2.578,1.629,13/01/2021,29/05/2024,26,3,4,16,3,7,6,0,2,21,1,5,6,1,5,6,5,"16,67%","100,00%",FALSE
gs-testing-restdocs,Spring Boot,https://github.com/spring-guides/gs-testing-restdocs,14,34,23,9,Java,839,3.201,14/03/2017,28/05/2024,60,7,2,14,7,5,5,0,2,22,2,17,19,2,14,16,12,"12,50%","85,71%",FALSE
gs-testing-web,Spring Boot,https://github.com/spring-guides/gs-testing-web,176,128,24,15,Java,889,6.813,26/08/2016,28/05/2024,92,7,9,2,7,11,24,0,2,22,4,40,44,3,26,29,20,"10,34%","76,92%",FALSE
gs-uploading-files,Spring Boot,https://github.com/spring-guides/gs-uploading-files,466,502,36,23,Java,1.081,20.551,02/07/2016,01/08/2024,256,8,0,30,8,1,17,0,0,18,1,94,95,1,43,44,23,"2,27%","53,49%",FALSE
gs-validating-form-input,Spring Boot,https://github.com/spring-guides/gs-validating-form-input,121,122,31,15,Java,1.936,6.282,09/06/2015,01/08/2024,233,9,1,23,9,2,10,0,0,18,0,42,42,0,27,27,13,"0,00%","48,15%",FALSE
gs-vault-config,Spring Boot,https://github.com/spring-guides/gs-vault-config,16,27,22,11,Java,526,4.139,11/12/2014,09/07/2024,134,9,6,28,9,8,8,0,1,10,0,20,20,0,14,14,11,"0,00%","78,57%",FALSE
http-requests-mirroring,Amazon AWS,https://github.com/aws-samples/http-requests-mirroring,24,30,8,7,Go,438,7.962,19/03/2021,29/02/2024,32,2,11,10,3,5,0,0,5,21,2,18,20,0,12,12,6,"0,00%","50,00%",FALSE
http-trigger-azure-function-premium-plan,Microsoft Azure,https://github.com/Azure-Samples/http-trigger-azure-function-premium-plan,8,9,14,5,C#,2.822,15.778,05/03/2021,30/10/2023,36,2,7,25,3,5,14,0,9,20,3,3,6,1,3,4,3,"25,00%","100,00%",FALSE
Hybrid-CSharp-Samples,Microsoft Azure,https://github.com/Azure-Samples/Hybrid-CSharp-Samples,0,4,20,9,C#,59,30.669,10/10/2018,26/01/2024,34,5,3,16,5,10,9,0,6,24,4,24,28,4,24,28,19,"14,29%","79,17%",FALSE
Hybrid-Golang-Samples,Microsoft Azure,https://github.com/Azure-Samples/Hybrid-Golang-Samples,3,4,20,6,Go,77,71.117,06/11/2018,13/09/2023,28,4,10,7,5,9,13,0,11,6,1,22,23,1,22,23,17,"4,35%","77,27%",FALSE
Hybrid-Python-Samples,Microsoft Azure,https://github.com/Azure-Samples/Hybrid-Python-Samples,2,6,20,7,Python,52,34.213,10/12/2018,31/08/2023,37,4,8,21,5,8,9,0,11,19,1,19,20,1,19,20,18,"5,00%","94,74%",FALSE
integration-sample-lambda-msk,Amazon AWS,https://github.com/aws-samples/integration-sample-lambda-msk,10,7,2,7,Java,58,36.415,23/09/2020,06/08/2024,30,3,10,14,3,10,27,0,0,13,4,14,18,2,14,16,11,"12,50%","78,57%",FALSE
iot-reliable-edge-relay,Microsoft Azure,https://github.com/Azure-Samples/iot-reliable-edge-relay,5,8,19,10,C#,982,62.378,18/03/2020,04/10/2023,44,3,6,16,4,5,1,0,10,15,0,14,14,0,12,12,11,"0,00%","91,67%",FALSE
iothub-to-azure-maps-geofencing,Microsoft Azure,https://github.com/Azure-Samples/iothub-to-azure-maps-geofencing,10,15,22,6,C#,30,7.047,28/05/2019,19/10/2023,34,4,4,21,5,2,22,0,10,0,2,2,4,1,2,3,2,"33,33%","100,00%",FALSE
java-native-telemetry,Microsoft Azure,https://github.com/Azure-Samples/java-native-telemetry,4,5,15,5,Java,1.154,45.301,29/02/2024,22/07/2024,99,0,4,23,0,5,21,0,0,28,11,59,70,2,44,46,39,"4,35%","88,64%",FALSE
jp-prototyping-blog,Amazon AWS,https://github.com/aws-samples/jp-prototyping-blog,9,1,5,14,JavaScript,19.867,38.306,14/10/2022,15/01/2024,124,1,3,1,1,10,5,0,7,4,3,76,79,3,71,74,69,"4,05%","97,18%",FALSE
js-e2e-express-server,Microsoft Azure,https://github.com/Azure-Samples/js-e2e-express-server,32,1.473,15,7,JavaScript,669,3.868,11/01/2021,29/04/2024,29,3,3,18,3,7,8,0,3,21,0,45,45,0,42,42,12,"0,00%","28,57%",FALSE
js-e2e-web-app-easy-auth-app-to-app,Microsoft Azure,https://github.com/Azure-Samples/js-e2e-web-app-easy-auth-app-to-app,4,10,12,6,JavaScript,86,23.902,09/02/2023,17/04/2024,77,1,2,8,1,6,10,0,4,2,0,19,19,0,18,18,18,"0,00%","100,00%",FALSE
key-vault-dotnet-manage-key-vaults,Microsoft Azure,https://github.com/Azure-Samples/key-vault-dotnet-manage-key-vaults,53,78,24,11,C#,28.237,11.910,05/10/2016,17/01/2024,45,7,3,12,7,10,14,0,7,2,6,16,22,2,16,18,5,"11,11%","31,25%",FALSE
lake-formation-permissions-sync,Amazon AWS,https://github.com/aws-samples/lake-formation-permissions-sync,7,1,4,5,Python,3.826,66.598,10/01/2023,08/12/2023,19,0,10,28,1,7,9,0,8,11,3,3,6,0,2,2,2,"0,00%","100,00%",FALSE
lambda-extensions-workshop,Amazon AWS,https://github.com/aws-samples/lambda-extensions-workshop,3,2,6,6,JavaScript,488,53.275,23/06/2023,16/10/2023,78,0,3,23,1,1,27,0,10,3,0,23,23,0,23,23,23,"0,00%","100,00%",FALSE
lambdaedge-openidconnect-samples,Amazon AWS,https://github.com/aws-samples/lambdaedge-openidconnect-samples,59,17,5,9,JavaScript,2.131,34.241,28/07/2020,22/03/2024,107,3,7,23,4,0,22,0,4,28,12,57,69,4,44,48,39,"8,33%","88,64%",FALSE
llmops-gha-demo,Microsoft Azure,https://github.com/Azure-Samples/llmops-gha-demo,0,0,10,6,Python,831,8.233,23/08/2023,06/05/2024,64,0,8,13,0,11,27,0,3,13,0,0,0,0,0,0,0,-,-,FALSE
managed-disk-dotnet-convert-existing-virtual-machines-to-use-managed-disks,Microsoft Azure,https://github.com/Azure-Samples/managed-disk-dotnet-convert-existing-virtual-machines-to-use-managed-disks,0,3,22,9,C#,28.200,11.988,06/02/2017,17/01/2024,29,6,11,11,7,6,13,0,7,2,2,11,13,2,11,13,1,"15,38%","9,09%",FALSE
managed-disk-dotnet-create-virtual-machine-using-custom-image,Microsoft Azure,https://github.com/Azure-Samples/managed-disk-dotnet-create-virtual-machine-using-custom-image,4,3,22,10,C#,28.203,26.929,06/02/2017,17/01/2024,29,6,11,11,7,6,13,0,7,2,2,11,13,2,11,13,1,"15,38%","9,09%",FALSE
managed-disk-dotnet-create-virtual-machine-using-custom-image-from-VHD,Microsoft Azure,https://github.com/Azure-Samples/managed-disk-dotnet-create-virtual-machine-using-custom-image-from-VHD,1,3,22,10,C#,28.204,30.221,06/02/2017,17/01/2024,28,6,11,11,7,6,13,0,7,2,2,11,13,2,11,13,1,"15,38%","9,09%",FALSE
migration-effort-estimator,Amazon AWS,https://github.com/aws-samples/migration-effort-estimator,1,0,1,5,Python,1.924,16.481,01/07/2023,02/08/2024,23,1,1,1,1,1,18,0,0,17,1,3,4,1,3,4,2,"25,00%","66,67%",FALSE
MipSDK-File-Java-Basic,Microsoft Azure,https://github.com/Azure-Samples/MipSDK-File-Java-Basic,3,8,13,5,Java,124,24.161,21/08/2020,12/03/2024,41,3,6,20,3,11,29,0,5,7,9,9,18,2,8,10,8,"20,00%","100,00%",FALSE
MipSDK-Protection-Dotnet-Quickstart,Microsoft Azure,https://github.com/Azure-Samples/MipSDK-Protection-Dotnet-Quickstart,2,3,16,5,C#,37,15.744,07/11/2019,28/06/2024,35,4,7,21,4,9,12,0,1,22,2,9,11,1,9,10,8,"10,00%","88,89%",FALSE
MLOpsManufacturing,Microsoft Azure,https://github.com/Azure-Samples/MLOpsManufacturing,20,8,15,14,Python,15.693,84.398,06/10/2020,05/10/2023,65,2,11,29,3,10,13,0,10,14,2,6,8,1,6,7,6,"14,29%","100,00%",FALSE
monitor-dotnet-activitylog-alerts-on-security-breach-or-risk,Microsoft Azure,https://github.com/Azure-Samples/monitor-dotnet-activitylog-alerts-on-security-breach-or-risk,1,2,11,5,C#,27.578,10.100,10/08/2019,17/01/2024,9,4,5,7,5,0,9,0,7,2,2,10,12,2,10,12,1,"16,67%","10,00%",FALSE
monitor-dotnet-autoscale-based-on-performance,Microsoft Azure,https://github.com/Azure-Samples/monitor-dotnet-autoscale-based-on-performance,0,1,11,5,C#,27.576,10.518,10/08/2019,17/01/2024,9,4,5,7,5,0,9,0,7,2,2,10,12,2,10,12,1,"16,67%","10,00%",FALSE
monitor-dotnet-metric-alerts-on-critical-performance,Microsoft Azure,https://github.com/Azure-Samples/monitor-dotnet-metric-alerts-on-critical-performance,1,1,11,5,C#,27.576,10.195,10/08/2019,17/01/2024,10,4,5,7,5,0,9,0,7,2,2,10,12,2,10,12,1,"16,67%","10,00%",FALSE
ms-identity-android-java,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-android-java,29,27,28,18,Java,340,83.173,01/07/2019,08/07/2024,107,5,0,7,5,1,18,0,1,11,16,66,82,4,52,56,47,"7,14%","90,38%",FALSE
ms-identity-android-kotlin,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-android-kotlin,38,39,34,8,Kotlin,303,71.351,17/09/2019,08/07/2024,31,4,9,21,4,11,2,0,1,11,7,21,28,5,13,18,12,"27,78%","92,31%",FALSE
ms-identity-aspnet-daemon-webapp,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-aspnet-daemon-webapp,126,50,47,20,C#,1.111,65.811,03/07/2019,09/05/2024,167,4,10,6,5,1,16,0,3,10,5,87,92,2,71,73,66,"2,74%","92,96%",FALSE
ms-identity-ciam-browser-delegated-android-sample,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-ciam-browser-delegated-android-sample,0,1,10,5,Kotlin,201,13.450,11/12/2023,19/04/2024,19,0,4,8,0,8,8,0,4,0,1,9,10,1,8,9,8,"11,11%","100,00%",FALSE
ms-identity-ciam-native-auth-android-sample,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-ciam-native-auth-android-sample,2,0,10,8,Kotlin,748,82.693,09/10/2023,09/08/2024,63,0,10,0,0,10,10,0,0,10,0,28,28,0,27,27,23,"0,00%","85,19%",FALSE
ms-identity-docs-code-dotnet,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-docs-code-dotnet,21,24,17,11,C#,2.971,79.973,03/11/2021,16/07/2024,82,2,8,13,2,9,16,0,1,3,7,88,95,4,87,91,64,"4,40%","73,56%",FALSE
ms-identity-docs-code-java,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-docs-code-java,3,10,15,7,Java,1.360,58.836,16/11/2021,08/04/2024,28,2,4,23,2,9,3,0,4,11,1,20,21,1,20,21,18,"4,76%","90,00%",FALSE
ms-identity-docs-code-javascript,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-docs-code-javascript,24,19,15,10,JavaScript,3.222,59.474,03/11/2021,22/05/2024,97,2,6,19,2,9,16,0,2,28,25,110,135,22,110,132,89,"16,67%","80,91%",FALSE
ms-identity-docs-code-python,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-docs-code-python,17,22,15,11,Python,357,38.490,10/11/2021,16/07/2024,38,2,8,6,2,9,9,0,1,3,14,28,42,11,28,39,27,"28,21%","96,43%",FALSE
ms-identity-dotnetcore-daemon-graph-cae,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-dotnetcore-daemon-graph-cae,3,3,29,5,C#,347,34.369,15/11/2021,05/10/2023,24,1,10,20,2,9,4,0,10,14,0,1,1,0,1,1,1,"0,00%","100,00%",FALSE
ms-identity-node,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-node,54,28,32,11,JavaScript,126,34.459,16/10/2020,23/05/2024,57,3,7,7,3,10,3,0,2,27,4,15,19,0,14,14,13,"0,00%","92,86%",FALSE
ms-identity-python-webapp-django,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-python-webapp-django,15,5,28,5,Python,61,9.424,12/01/2024,17/05/2024,28,0,4,5,0,7,7,0,3,2,0,2,2,0,2,2,2,"0,00%","100,00%",FALSE
msal-managed-identity,Microsoft Azure,https://github.com/Azure-Samples/msal-managed-identity,4,4,12,10,C#,1.150,22.025,11/05/2023,06/08/2024,78,1,2,26,1,3,8,0,0,13,0,21,21,0,21,21,19,"0,00%","90,48%",FALSE
msdocs-app-service-sqldb-dotnetcore,Microsoft Azure,https://github.com/Azure-Samples/msdocs-app-service-sqldb-dotnetcore,25,1.808,17,5,C#,1.567,40.236,07/01/2022,01/07/2024,32,2,5,24,2,7,12,0,1,18,1,78,79,1,76,77,3,"1,30%","3,95%",FALSE
msdocs-fastapi-postgres-codespace,Microsoft Azure,https://github.com/Azure-Samples/msdocs-fastapi-postgres-codespace,7,26,14,5,Python,20,2.440,16/05/2023,10/06/2024,19,1,0,25,1,3,3,0,2,9,0,3,3,0,3,3,3,"0,00%","100,00%",FALSE
msdocs-python-django-azure-container-apps,Microsoft Azure,https://github.com/Azure-Samples/msdocs-python-django-azure-container-apps,13,72,16,8,Python,121,32.507,10/10/2022,12/12/2023,33,1,2,2,1,10,9,0,8,7,0,14,14,0,12,12,11,"0,00%","91,67%",FALSE
msdocs-python-django-webapp-quickstart,Microsoft Azure,https://github.com/Azure-Samples/msdocs-python-django-webapp-quickstart,31,246,14,11,Python,694,10.146,23/12/2021,08/01/2024,48,2,0,16,2,7,27,0,7,11,1,26,27,1,23,24,8,"4,17%","34,78%",FALSE
msk-config-providers,Amazon AWS,https://github.com/aws-samples/msk-config-providers,11,5,4,6,Java,61,49.943,11/11/2022,29/04/2024,28,1,5,18,1,9,8,0,3,21,7,18,25,1,8,9,7,"11,11%","87,50%",FALSE
network-dotnet-create-simple-internet-facing-load-balancer,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-create-simple-internet-facing-load-balancer,3,1,22,10,C#,28.215,42.721,22/08/2017,17/01/2024,33,6,4,26,6,11,28,0,7,2,2,10,12,2,10,12,1,"16,67%","10,00%",FALSE
network-dotnet-manage-internal-load-balancers,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-manage-internal-load-balancers,2,7,26,13,C#,28.258,36.855,06/07/2016,17/01/2024,55,7,6,11,8,1,13,0,7,2,2,20,22,2,20,22,9,"9,09%","45,00%",FALSE
network-dotnet-manage-internet-facing-load-balancers,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-manage-internet-facing-load-balancers,0,4,23,9,C#,28.218,44.188,05/10/2016,18/01/2024,38,7,3,13,7,10,14,0,7,1,2,14,16,2,14,16,4,"12,50%","28,57%",FALSE
network-dotnet-manage-ip-address,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-manage-ip-address,2,7,22,9,C#,28.213,18.337,05/10/2016,18/01/2024,39,7,3,13,7,10,14,0,7,1,2,14,16,2,14,16,4,"12,50%","28,57%",FALSE
network-dotnet-manage-network-interface,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-manage-network-interface,3,8,23,9,C#,28.212,17.104,05/10/2016,18/01/2024,37,7,3,13,7,10,14,0,7,1,2,15,17,2,15,17,4,"11,76%","26,67%",FALSE
network-dotnet-manage-network-peering,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-manage-network-peering,3,4,22,8,C#,28.151,14.479,05/10/2017,11/06/2024,20,6,8,6,6,10,14,0,2,8,8,3,11,7,3,10,1,"70,00%","33,33%",FALSE
network-dotnet-manage-network-security-group,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-manage-network-security-group,3,8,24,9,C#,28.230,22.607,05/10/2016,11/06/2024,36,7,8,6,7,10,14,0,2,8,9,7,16,8,7,15,4,"53,33%","57,14%",FALSE
network-dotnet-manage-virtual-network,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-manage-virtual-network,1,6,22,9,C#,28.234,20.703,05/10/2016,11/06/2024,37,7,8,6,7,10,14,0,2,8,9,7,16,8,7,15,4,"53,33%","57,14%",FALSE
