full_name,name,owner,html_url,description,language,created_at,updated_at,pushed_at,size,stargazers_count,watchers_count,forks_count,open_issues_count,subscribers_count,network_count,archived,total_lines,langs_percentage,issues_count,closed_issues_count,closed_pulls_count,open_pulls_count,total_pulls_count,merged_pulls_count,commits_count,first_commit_date,last_commit_date,branches_count,topics,contributors_count,timestamp
googlearchive/android-ActionBarCompat-ListPopupMenu,android-ActionBarCompat-ListPopupMenu,googlearchive,https://github.com/googlearchive/android-ActionBarCompat-ListPopupMenu,This sample has been deprecated/archived. Check this repo for related samples:,Java,2014-09-02 17:58:04+00:00,2023-10-13 16:11:26+00:00,2019-10-18 16:15:22+00:00,305,60,60,41,0,23,41,True,21057,{'Java': '100.00%'},0,0,0,0,0,0,26,2014-09-02 17:58:05+00:00,2019-10-18 16:15:22+00:00,1,[],2,20240809_225257
googlearchive/android-RevealEffectBasic,android-RevealEffectBasic,googlearchive,https://github.com/googlearchive/android-RevealEffectBasic,Migrated:,,2014-08-26 07:40:50+00:00,2024-07-19 14:59:35+00:00,2019-09-04 22:48:52+00:00,406,163,163,45,0,20,45,True,0,{},2,2,1,0,1,1,27,2014-08-26 05:33:56+00:00,2019-09-04 22:48:51+00:00,2,[],2,20240809_225257
googlearchive/ios-swift-chat-example,ios-swift-chat-example,googlearchive,https://github.com/googlearchive/ios-swift-chat-example,FireChat implemented in Swift!,Objective-C,2014-08-13 21:55:07+00:00,2024-06-12 08:35:01+00:00,2018-08-24 22:14:20+00:00,16325,669,669,218,14,90,218,True,426026,"{'Objective-C': '95.17%', 'Swift': '3.90%', 'C++': '0.48%', 'C': '0.46%'}",12,9,9,3,12,8,92,2014-08-13 22:09:49+00:00,2018-08-24 22:14:19+00:00,1,[],9,20240809_225257
googlearchive/android-ActionBarCompat-ShareActionProvider,android-ActionBarCompat-ShareActionProvider,googlearchive,https://github.com/googlearchive/android-ActionBarCompat-ShareActionProvider,This sample has been deprecated/archived. Check this repo for related samples:,Java,2014-09-02 17:59:42+00:00,2023-01-28 16:54:32+00:00,2019-10-17 23:12:28+00:00,1581,112,112,153,0,42,153,True,16005,{'Java': '100.00%'},5,5,2,0,2,0,20,2014-09-02 17:59:43+00:00,2019-10-17 23:12:28+00:00,1,[],2,20240809_225257
googlearchive/polymer-patterns,polymer-patterns,googlearchive,https://github.com/googlearchive/polymer-patterns,"Small, useful, samples that show how to do things, the Polymer way",,2014-07-16 22:07:58+00:00,2024-06-29 15:58:53+00:00,2015-08-28 12:59:33+00:00,648,244,244,42,14,37,42,True,0,{},50,36,30,1,31,17,72,2014-07-16 22:07:58+00:00,2015-02-01 21:07:27+00:00,3,[],7,20240809_225257
googlearchive/android-ActionBarCompat-Styled,android-ActionBarCompat-Styled,googlearchive,https://github.com/googlearchive/android-ActionBarCompat-Styled,This sample has been deprecated/archived. Check this repo for related samples:,Java,2014-09-02 17:59:45+00:00,2023-09-06 08:55:05+00:00,2019-10-18 16:40:49+00:00,298,52,52,42,0,25,42,True,4891,{'Java': '100.00%'},1,1,0,0,0,0,25,2014-09-02 17:59:45+00:00,2019-10-18 16:40:48+00:00,1,[],2,20240809_225257
googlearchive/android-ActivityInstrumentation,android-ActivityInstrumentation,googlearchive,https://github.com/googlearchive/android-ActivityInstrumentation,This sample has been deprecated/archived. Check this repo for related samples:,Java,2014-09-02 17:59:47+00:00,2023-01-28 17:04:00+00:00,2019-09-30 17:47:06+00:00,120,52,52,41,0,20,41,True,33012,{'Java': '100.00%'},2,2,2,0,2,0,25,2014-09-02 17:59:48+00:00,2019-09-30 17:47:06+00:00,1,[],2,20240809_225258
googlearchive/android-fit,android-fit,googlearchive,https://github.com/googlearchive/android-fit,Migrated:,Java,2014-07-31 02:02:17+00:00,2024-08-01 23:09:45+00:00,2019-09-10 20:38:22+00:00,511,369,369,373,0,54,373,True,174553,{'Java': '100.00%'},53,53,9,0,9,4,57,2014-07-31 01:57:06+00:00,2019-09-10 20:38:21+00:00,4,[],6,20240809_225258
googlearchive/android-AdvancedImmersiveMode,android-AdvancedImmersiveMode,googlearchive,https://github.com/googlearchive/android-AdvancedImmersiveMode,Migrated:,Java,2014-09-02 17:59:53+00:00,2023-01-28 17:16:40+00:00,2019-09-10 21:30:20+00:00,303,66,66,31,0,19,31,True,44186,{'Java': '100.00%'},0,0,0,0,0,0,25,2014-09-02 17:59:54+00:00,2019-09-10 21:30:19+00:00,1,[],2,20240809_225258
googlearchive/android-AppRestrictions,android-AppRestrictions,googlearchive,https://github.com/googlearchive/android-AppRestrictions,Migrated:,Java,2014-09-02 17:59:56+00:00,2023-09-08 16:50:19+00:00,2019-09-10 20:26:27+00:00,299,18,18,24,0,23,24,True,23849,{'Java': '100.00%'},1,1,0,0,0,0,26,2014-09-02 17:59:56+00:00,2019-09-10 20:26:27+00:00,1,[],2,20240809_225259
googlearchive/tango-examples-java,tango-examples-java,googlearchive,https://github.com/googlearchive/tango-examples-java,Example projects for Project Tango [deprecated] Java API,Java,2014-07-23 17:48:52+00:00,2024-08-06 09:56:44+00:00,2018-03-01 19:40:18+00:00,263071,504,504,301,20,94,301,True,677714,"{'Java': '99.68%', 'GLSL': '0.32%'}",106,86,75,0,75,60,245,2015-07-21 19:18:52+00:00,2018-03-01 19:40:17+00:00,25,[],7,20240809_225259
googlearchive/android-BasicAndroidKeyStore,android-BasicAndroidKeyStore,googlearchive,https://github.com/googlearchive/android-BasicAndroidKeyStore,This sample has been deprecated/archived. Check this repo for related samples:,Java,2014-09-02 18:00:01+00:00,2024-07-01 12:08:55+00:00,2019-10-09 17:44:22+00:00,616,182,182,49,0,27,49,True,46908,{'Java': '100.00%'},5,5,1,0,1,0,26,2014-09-02 18:00:07+00:00,2019-10-09 17:44:21+00:00,1,[],2,20240809_225300
